country,year,sex,age,population,suicides_100k_pop,HDI,gdp_per_capita
Austria,2011,female,15-24 years,498172,4.616879310760139,0.881,53923
Austria,2011,female,25-34 years,542031,4.243299737468891,0.881,53923
Austria,2011,male,5-14 years,428198,0.7006104652520563,0.881,53923
Austria,2011,female,5-14 years,407570,0.24535662585568122,0.881,53923
Austria,2012,male,75+ years,250032,75.59032443847188,0.884,50979
Austria,2012,male,55-74 years,874391,34.08086313788682,0.884,50979
Austria,2012,male,35-54 years,1286522,25.80601031307665,0.884,50979
Austria,2012,male,25-34 years,553047,17.90082940509577,0.884,50979
Austria,2012,female,75+ years,430436,17.65651571894544,0.884,50979
Austria,2012,male,15-24 years,519503,12.704450214916951,0.884,50979
Austria,2012,female,55-74 years,962372,10.287082334066245,0.884,50979
Austria,2012,female,35-54 years,1283769,6.776920146848849,0.884,50979
Austria,2012,female,25-34 years,547787,3.651054150609635,0.884,50979
Austria,2012,female,15-24 years,497838,1.205211333807383,0.884,50979
Austria,2012,male,5-14 years,422849,0.7094731216107878,0.884,50979
Austria,2012,female,5-14 years,402730,0.24830531621682017,0.884,50979
Austria,2013,male,75+ years,255540,86.48352508413556,0.884,53229
Austria,2013,male,55-74 years,893602,33.46008625764043,0.884,53229
Austria,2013,male,35-54 years,1282009,24.72681549037487,0.884,53229
Austria,2013,female,75+ years,431074,14.846638860149302,0.884,53229
Austria,2013,male,25-34 years,563630,13.306601848730551,0.884,53229
Austria,2013,female,55-74 years,981829,12.018386093708783,0.884,53229
Austria,2013,male,15-24 years,518852,10.407592145737127,0.884,53229
Austria,2013,female,35-54 years,1279480,7.346734610935692,0.884,53229
Austria,2013,female,25-34 years,556475,4.492564805247316,0.884,53229
Austria,2013,female,15-24 years,496526,4.027986449853582,0.884,53229
Austria,2013,female,5-14 years,400256,0.7495203070035178,0.884,53229
Austria,2013,male,5-14 years,420342,0.2379015182874897,0.884,53229
Austria,2014,male,75+ years,269625,76.40241075567918,0.885,54278
Austria,2014,male,55-74 years,906857,31.09641321619616,0.885,54278
Austria,2014,male,35-54 years,1280204,25.074128810720794,0.885,54278
Austria,2014,female,75+ years,442472,17.40223110162903,0.885,54278
Austria,2014,male,25-34 years,576126,17.35731419863016,0.885,54278
Austria,2014,male,15-24 years,516580,15.292887839250454,0.885,54278
Austria,2014,female,55-74 years,993973,10.865486285844787,0.885,54278
Austria,2014,female,35-54 years,1276047,7.288132803885751,0.885,54278
Austria,2014,female,25-34 years,566622,5.118050481626199,0.885,54278
Austria,2014,female,15-24 years,493605,3.4440493917200996,0.885,54278
Austria,2014,male,5-14 years,419646,0.47659217530966574,0.885,54278
Austria,2014,female,5-14 years,399408,0.0,0.885,54278
Austria,2015,male,75+ years,290329,73.70948131257987,,46484
Austria,2015,male,55-74 years,915115,32.1271097075231,,46484
Austria,2015,male,35-54 years,1279822,24.456525985644877,,46484
Austria,2015,female,75+ years,461676,15.162148346459421,,46484
Austria,2015,male,25-34 years,590968,13.198684192714326,,46484
Austria,2015,male,15-24 years,519646,11.738760617805198,,46484
Austria,2015,female,55-74 years,998854,10.01147314822787,,46484
Austria,2015,female,35-54 years,1273034,6.205647296144486,,46484
Austria,2015,female,15-24 years,490742,3.8716881783095802,,46484
Austria,2015,female,25-34 years,576661,3.6416542821519053,,46484
Austria,2015,female,5-14 years,400831,0.24948170176458406,,46484
Austria,2015,male,5-14 years,421708,0.23713090574520757,,46484
Austria,2016,male,75+ years,307692,68.9000689000689,,46976
Austria,2016,male,55-74 years,928992,31.216630498432707,,46976
Austria,2016,male,35-54 years,1281202,20.293443188505794,,46976
Austria,2016,male,25-34 years,605922,14.193245995359138,,46976
Austria,2016,female,75+ years,478267,12.754381966558428,,46976
Austria,2016,male,15-24 years,525977,11.027098143074697,,46976
Austria,2016,female,55-74 years,1009403,9.807777468464034,,46976
Austria,2016,female,35-54 years,1273241,7.461274024320611,,46976
Austria,2016,female,15-24 years,488020,4.508011966722675,,46976
Austria,2016,female,25-34 years,585913,3.072128455931171,,46976
Azerbaijan,1990,male,35-54 years,587300,6.981099948918781,,1439
Azerbaijan,1990,male,55-74 years,306200,3.592423252775964,,1439
Azerbaijan,1990,male,25-34 years,613200,3.0984996738421393,,1439
Azerbaijan,1990,male,15-24 years,682700,2.3436355646696936,,1439
Azerbaijan,1990,male,75+ years,42900,2.331002331002331,,1439
Azerbaijan,1990,female,75+ years,99200,2.0161290322580645,,1439
Azerbaijan,1990,female,55-74 years,389200,1.5416238437821173,,1439
Azerbaijan,1990,female,25-34 years,677800,1.0327530244910004,,1439
Azerbaijan,1990,female,35-54 years,637700,0.9408812921436412,,1439
Azerbaijan,1990,female,15-24 years,656800,0.6090133982947625,,1439
Azerbaijan,1990,male,5-14 years,750400,0.13326226012793177,,1439
Azerbaijan,1990,female,5-14 years,713400,0.0,,1439
Azerbaijan,1991,male,75+ years,42200,7.109004739336493,,1398
Azerbaijan,1991,male,55-74 years,323700,6.796416434970652,,1398
Azerbaijan,1991,male,25-34 years,627800,4.619305511309334,,1398
Azerbaijan,1991,male,35-54 years,597700,4.3500083654007025,,1398
Azerbaijan,1991,male,15-24 years,687100,3.201862902052103,,1398
Azerbaijan,1991,female,35-54 years,650100,1.6920473773265652,,1398
Azerbaijan,1991,female,55-74 years,406400,1.2303149606299213,,1398
Azerbaijan,1991,female,15-24 years,653100,1.224927269943347,,1398
Azerbaijan,1991,female,75+ years,99300,1.0070493454179255,,1398
Azerbaijan,1991,female,25-34 years,697500,0.8602150537634409,,1398
Azerbaijan,1991,female,5-14 years,734600,0.1361285053090117,,1398
Azerbaijan,1991,male,5-14 years,771100,0.0,,1398
Azerbaijan,1992,male,35-54 years,610500,6.388206388206389,,784
Azerbaijan,1992,male,55-74 years,340500,5.286343612334802,,784
Azerbaijan,1992,female,75+ years,97200,5.144032921810699,,784
Azerbaijan,1992,male,75+ years,40300,4.962779156327543,,784
Azerbaijan,1992,male,25-34 years,634300,3.783698565347627,,784
Azerbaijan,1992,male,15-24 years,683300,3.3660178545294897,,784
Azerbaijan,1992,female,55-74 years,424500,2.5912838633686692,,784
Azerbaijan,1992,female,25-34 years,702900,1.4226774790155072,,784
Azerbaijan,1992,female,15-24 years,643000,1.244167962674961,,784
Azerbaijan,1992,female,35-54 years,662800,0.6035003017501509,,784
Azerbaijan,1992,female,5-14 years,746700,0.0,,784
Azerbaijan,1992,male,5-14 years,784400,0.0,,784
Azerbaijan,1993,male,75+ years,38900,7.712082262210797,,617
Azerbaijan,1993,male,55-74 years,356800,4.76457399103139,,617
Azerbaijan,1993,female,75+ years,96100,4.162330905306972,,617
Azerbaijan,1993,male,15-24 years,677400,3.2477118393858873,,617
Azerbaijan,1993,male,35-54 years,628400,3.1826861871419476,,617
Azerbaijan,1993,male,25-34 years,636000,3.144654088050314,,617
Azerbaijan,1993,female,35-54 years,681600,1.4671361502347418,,617
Azerbaijan,1993,female,55-74 years,443000,1.3544018058690745,,617
Azerbaijan,1993,female,25-34 years,697000,1.291248206599713,,617
Azerbaijan,1993,female,15-24 years,630200,0.952078705172961,,617
Azerbaijan,1993,female,5-14 years,759300,0.13170025023047544,,617
Azerbaijan,1993,male,5-14 years,797900,0.12532898859506203,,617
Azerbaijan,1994,male,55-74 years,369000,2.710027100271003,,508
Azerbaijan,1994,male,75+ years,37400,2.6737967914438503,,508
Azerbaijan,1994,male,35-54 years,651400,1.6886705557261283,,508
Azerbaijan,1994,female,55-74 years,456200,1.0960105217010083,,508
Azerbaijan,1994,female,75+ years,95800,1.0438413361169103,,508
Azerbaijan,1994,female,35-54 years,705400,0.8505812305075136,,508
Azerbaijan,1994,female,25-34 years,686900,0.5823263939438056,,508
Azerbaijan,1994,female,15-24 years,622200,0.4821600771456123,,508
Azerbaijan,1994,male,25-34 years,638600,0.4697776385844034,,508
Azerbaijan,1994,male,15-24 years,669100,0.4483634733223733,,508
Azerbaijan,1994,female,5-14 years,774700,0.0,,508
Azerbaijan,1994,male,5-14 years,814500,0.0,,508
Azerbaijan,1995,male,75+ years,36600,5.46448087431694,0.609,462
Azerbaijan,1995,male,35-54 years,677600,2.656434474616293,0.609,462
Azerbaijan,1995,male,55-74 years,377400,2.1197668256491786,0.609,462
Azerbaijan,1995,male,15-24 years,663600,1.3562386980108498,0.609,462
Azerbaijan,1995,female,75+ years,95000,1.0526315789473684,0.609,462
Azerbaijan,1995,male,25-34 years,642900,0.7777259293824855,0.609,462
Azerbaijan,1995,female,25-34 years,675100,0.4443786105762109,0.609,462
Azerbaijan,1995,female,35-54 years,733900,0.4087750374710451,0.609,462
Azerbaijan,1995,female,15-24 years,622300,0.0,0.609,462
Azerbaijan,1995,female,5-14 years,788700,0.0,0.609,462
Azerbaijan,1995,female,55-74 years,463500,0.0,0.609,462
Azerbaijan,1995,male,5-14 years,829300,0.0,0.609,462
Azerbaijan,1996,male,55-74 years,383100,4.959540589924302,,476
Azerbaijan,1996,female,75+ years,94800,3.1645569620253164,,476
Azerbaijan,1996,male,75+ years,36700,2.7247956403269753,,476
Azerbaijan,1996,male,35-54 years,693800,2.017872585759585,,476
Azerbaijan,1996,male,25-34 years,647200,2.008652657601978,,476
Azerbaijan,1996,male,15-24 years,664700,1.353994283135249,,476
Azerbaijan,1996,female,15-24 years,624900,0.4800768122899664,,476
Azerbaijan,1996,female,55-74 years,467600,0.42771599657827203,,476
Azerbaijan,1996,female,35-54 years,751300,0.39930786636496735,,476
Azerbaijan,1996,female,25-34 years,669400,0.2987750224081267,,476
Azerbaijan,1996,female,5-14 years,796200,0.0,,476
Azerbaijan,1996,male,5-14 years,838400,0.0,,476
Azerbaijan,1997,male,55-74 years,386200,6.214396685655101,,590
Azerbaijan,1997,male,35-54 years,698800,4.865483686319405,,590
Azerbaijan,1997,male,25-34 years,651900,3.2213529682466633,,590
Azerbaijan,1997,female,35-54 years,755500,1.0589013898080741,,590
Azerbaijan,1997,male,15-24 years,669400,1.0457125784284433,,590
Azerbaijan,1997,female,15-24 years,628600,0.9545020680878141,,590
Azerbaijan,1997,female,55-74 years,470100,0.6381620931716656,,590
Azerbaijan,1997,female,25-34 years,673000,0.5943536404160475,,590
Azerbaijan,1997,female,5-14 years,800800,0.0,,590
Azerbaijan,1997,female,75+ years,95400,0.0,,590
Azerbaijan,1997,male,5-14 years,844400,0.0,,590
Azerbaijan,1997,male,75+ years,37100,0.0,,590
Azerbaijan,1998,male,35-54 years,732200,2.458344714558864,,631
Azerbaijan,1998,female,75+ years,96900,2.063983488132095,,631
Azerbaijan,1998,male,55-74 years,403500,1.982651796778191,,631
Azerbaijan,1998,male,25-34 years,683600,1.7554125219426566,,631
Azerbaijan,1998,female,55-74 years,491600,0.8136696501220505,,631
Azerbaijan,1998,female,35-54 years,793900,0.7557626905151782,,631
Azerbaijan,1998,female,15-24 years,662900,0.45255694674913266,,631
Azerbaijan,1998,male,15-24 years,702100,0.2848597065945022,,631
Azerbaijan,1998,male,5-14 years,886300,0.1128286133363421,,631
Azerbaijan,1998,female,25-34 years,710000,0.0,,631
Azerbaijan,1998,female,5-14 years,844700,0.0,,631
Azerbaijan,1998,male,75+ years,36700,0.0,,631
Azerbaijan,1999,male,35-54 years,737000,2.5780189959294435,,645
Azerbaijan,1999,male,55-74 years,406100,2.216202905688254,,645
Azerbaijan,1999,male,25-34 years,688200,1.4530659691950014,,645
Azerbaijan,1999,male,15-24 years,706900,0.8487763474324516,,645
Azerbaijan,1999,female,35-54 years,802500,0.49844236760124605,,645
Azerbaijan,1999,female,55-74 years,497100,0.4023335345001006,,645
Azerbaijan,1999,female,15-24 years,670100,0.29846291598268915,,645
Azerbaijan,1999,female,25-34 years,717700,0.27866796711717984,,645
Azerbaijan,1999,female,5-14 years,853800,0.0,,645
Azerbaijan,1999,female,75+ years,97900,0.0,,645
Azerbaijan,1999,male,5-14 years,892200,0.0,,645
Azerbaijan,1999,male,75+ years,36900,0.0,,645
Azerbaijan,2000,male,75+ years,37950,2.635046113306983,0.64,711
Azerbaijan,2000,male,55-74 years,361300,2.49100470523111,0.64,711
Azerbaijan,2000,female,75+ years,83300,2.4009603841536613,0.64,711
Azerbaijan,2000,male,25-34 years,607350,1.811146785214456,0.64,711
Azerbaijan,2000,male,35-54 years,931050,1.503678642392997,0.64,711
Azerbaijan,2000,male,15-24 years,736900,1.4927398561541594,0.64,711
Azerbaijan,2000,female,55-74 years,434150,0.6910054128757342,0.64,711
Azerbaijan,2000,female,15-24 years,738550,0.541601787285898,0.64,711
Azerbaijan,2000,female,25-34 years,677500,0.44280442804428044,0.64,711
Azerbaijan,2000,female,35-54 years,1000200,0.2999400119976005,0.64,711
Azerbaijan,2000,female,5-14 years,878950,0.11377211445474715,0.64,711
Azerbaijan,2000,male,5-14 years,928050,0.0,0.64,711
Azerbaijan,2001,male,55-74 years,357250,9.517144856543036,,759
Azerbaijan,2001,male,35-54 years,975300,8.10007177278786,,759
Azerbaijan,2001,male,15-24 years,766400,7.306889352818372,,759
Azerbaijan,2001,male,75+ years,41650,7.202881152460985,,759
Azerbaijan,2001,female,75+ years,85900,6.984866123399302,,759
Azerbaijan,2001,male,25-34 years,603150,6.631849457017325,,759
Azerbaijan,2001,female,55-74 years,431400,4.867872044506258,,759
Azerbaijan,2001,female,25-34 years,669850,3.433604538329477,,759
Azerbaijan,2001,male,5-14 years,913150,2.628264797678366,,759
Azerbaijan,2001,female,35-54 years,1052500,1.520190023752969,,759
Azerbaijan,2001,female,15-24 years,759350,1.0535326265885296,,759
Azerbaijan,2001,female,5-14 years,862100,0.8119707690523141,,759
Azerbaijan,2002,male,55-74 years,357550,5.3139421059991605,,820
Azerbaijan,2002,male,75+ years,45600,4.385964912280701,,820
Azerbaijan,2002,male,35-54 years,1011850,3.1625240895389632,,820
Azerbaijan,2002,female,55-74 years,433050,1.3855213023900241,,820
Azerbaijan,2002,male,25-34 years,603300,1.1602850986242335,,820
Azerbaijan,2002,male,15-24 years,795800,1.130937421462679,,820
Azerbaijan,2002,female,75+ years,89000,1.1235955056179776,,820
Azerbaijan,2002,female,35-54 years,1096350,0.7296939845852146,,820
Azerbaijan,2002,female,25-34 years,666300,0.45024763619991,,820
Azerbaijan,2002,male,5-14 years,889500,0.449690837549185,,820
Azerbaijan,2002,female,15-24 years,781100,0.12802458071949813,,820
Azerbaijan,2002,female,5-14 years,836300,0.0,,820
Azerbaijan,2003,male,75+ years,50900,5.893909626719057,,948
Azerbaijan,2003,female,75+ years,94450,4.235044997353097,,948
Azerbaijan,2003,male,55-74 years,359800,3.891050583657588,,948
Azerbaijan,2003,male,35-54 years,1045100,3.827384939240264,,948
Azerbaijan,2003,male,15-24 years,823850,2.0634824300540147,,948
Azerbaijan,2003,male,25-34 years,604700,1.9844551017033238,,948
Azerbaijan,2003,female,55-74 years,435950,1.605688725771304,,948
Azerbaijan,2003,female,15-24 years,802400,1.1216350947158524,,948
Azerbaijan,2003,female,35-54 years,1137200,1.055223355610271,,948
Azerbaijan,2003,male,5-14 years,856250,0.8175182481751825,,948
Azerbaijan,2003,female,25-34 years,663050,0.4524545660206621,,948
Azerbaijan,2003,female,5-14 years,800750,0.12488292226038089,,948
Azerbaijan,2004,female,75+ years,99600,5.020080321285141,,1122
Azerbaijan,2004,male,35-54 years,1076600,3.7154003343860302,,1122
Azerbaijan,2004,male,25-34 years,608900,2.463458696009197,,1122
Azerbaijan,2004,male,55-74 years,362100,1.9331676332504835,,1122
Azerbaijan,2004,male,15-24 years,851350,1.1746050390556175,,1122
Azerbaijan,2004,female,55-74 years,439850,1.1367511651699442,,1122
Azerbaijan,2004,female,35-54 years,1176300,0.9351355946612259,,1122
Azerbaijan,2004,male,5-14 years,819600,0.7320644216691069,,1122
Azerbaijan,2004,female,25-34 years,662000,0.6042296072507553,,1122
Azerbaijan,2004,female,15-24 years,823000,0.48602673147023084,,1122
Azerbaijan,2004,female,5-14 years,762050,0.13122498523718917,,1122
Azerbaijan,2004,male,75+ years,56900,0.0,,1122
Azerbaijan,2007,male,75+ years,75400,3.9787798408488064,,4172
Azerbaijan,2007,male,55-74 years,381400,2.097535395909806,,4172
Azerbaijan,2007,male,35-54 years,1146950,1.3078163825798859,,4172
Azerbaijan,2007,male,25-34 years,647850,1.2348537470093386,,4172
Azerbaijan,2007,female,75+ years,118150,0.8463817181548878,,4172
Azerbaijan,2007,female,15-24 years,872100,0.5733287467033596,,4172
Azerbaijan,2007,male,5-14 years,711200,0.562429696287964,,4172
Azerbaijan,2007,female,35-54 years,1267550,0.3944617569326654,,4172
