country,year,sex,age,population,suicides_100k_pop,HDI,gdp_per_capita
Australia,2004,female,35-54 years,2902618,6.304653247516553,,32454
Australia,2004,female,25-34 years,1446557,5.66863248389106,,32454
Australia,2004,female,75+ years,726532,5.505607461199231,,32454
Australia,2004,female,15-24 years,1364452,4.910396261649366,,32454
Australia,2004,female,55-74 years,1741477,3.962153964709267,,32454
Australia,2004,male,5-14 years,1402222,0.4992076860867965,,32454
Australia,2004,female,5-14 years,1329715,0.07520408508590187,,32454
Australia,2006,male,35-54 years,2894571,23.699539586349758,,39014
Australia,2006,male,75+ years,506926,22.488489444218683,,39014
Australia,2006,male,25-34 years,1442942,19.19689079671948,,39014
Australia,2006,male,55-74 years,1772439,17.433604203021936,,39014
Australia,2006,male,15-24 years,1446866,15.89642717432022,,39014
Australia,2006,female,35-54 years,2934459,6.645177185982152,,39014
Australia,2006,female,55-74 years,1798232,6.3951703673385865,,39014
Australia,2006,female,75+ years,743060,5.517724006136786,,39014
Australia,2006,female,25-34 years,1444570,5.122631648172121,,39014
Australia,2006,female,15-24 years,1388615,4.896965681632418,,39014
Australia,2006,male,5-14 years,1404186,0.49850945672439406,,39014
Australia,2006,female,5-14 years,1332380,0.07505366336930906,,39014
Australia,2007,male,25-34 years,1470431,23.190479526070927,,43171
Australia,2007,male,35-54 years,2977977,23.069352113867904,,43171
Australia,2007,male,75+ years,539184,22.997715065728954,,43171
Australia,2007,male,55-74 years,1877160,16.247949029384817,,43171
Australia,2007,male,15-24 years,1515524,15.44020418020434,,43171
Australia,2007,female,35-54 years,3025248,7.239075936914924,,43171
Australia,2007,female,55-74 years,1911478,6.173233487385155,,43171
Australia,2007,female,25-34 years,1460752,6.16121011643318,,43171
Australia,2007,female,15-24 years,1440419,4.5820000985824265,,43171
Australia,2007,female,75+ years,770691,4.281871722908403,,43171
Australia,2007,male,5-14 years,1408182,0.5681083837174457,,43171
Australia,2007,female,5-14 years,1337384,0.2990913604469621,,43171
Australia,2008,male,35-54 years,3015761,25.366731647501243,,52315
Australia,2008,male,25-34 years,1512033,23.41218743241715,,52315
Australia,2008,male,75+ years,552931,21.88338147074409,,52315
Australia,2008,male,55-74 years,1935161,18.448077446786083,,52315
Australia,2008,male,15-24 years,1560974,14.606265062710845,,52315
Australia,2008,female,35-54 years,3066609,7.532750344109732,,52315
Australia,2008,female,25-34 years,1494968,6.020195750009364,,52315
Australia,2008,female,55-74 years,1974752,4.912009204193741,,52315
Australia,2008,female,15-24 years,1473105,4.0730294174549675,,52315
Australia,2008,female,75+ years,781742,3.4538249192188726,,52315
Australia,2008,male,5-14 years,1411650,0.5667127120745227,,52315
Australia,2008,female,5-14 years,1340626,0.22377605685702054,,52315
Australia,2009,male,35-54 years,3051649,24.740722147271853,,45128
Australia,2009,male,75+ years,566784,23.818597560975608,,45128
Australia,2009,male,25-34 years,1567118,21.4406317839499,,45128
Australia,2009,male,55-74 years,1991883,17.521109422591586,,45128
Australia,2009,male,15-24 years,1605456,13.080395850150985,,45128
Australia,2009,female,35-54 years,3104929,7.117715091069715,,45128
Australia,2009,female,25-34 years,1541393,6.6822672738230935,,45128
Australia,2009,female,55-74 years,2037989,5.691885481226836,,45128
Australia,2009,female,75+ years,792218,5.427798913935305,,45128
Australia,2009,female,15-24 years,1506719,4.380378823124949,,45128
Australia,2009,female,5-14 years,1345910,0.22289751915061184,,45128
Australia,2009,male,5-14 years,1417269,0.0,,45128
Australia,2010,male,35-54 years,3076853,26.520604006756255,0.927,54887
Australia,2010,male,75+ years,582009,25.944615976728883,0.927,54887
Australia,2010,male,25-34 years,1606526,19.358541349470848,0.927,54887
Australia,2010,male,55-74 years,2051197,17.55072769704714,0.927,54887
Australia,2010,male,15-24 years,1618860,13.71335384159223,0.927,54887
Australia,2010,female,35-54 years,3132534,7.278452524378027,0.927,54887
Australia,2010,female,25-34 years,1579905,5.949724825226833,0.927,54887
Australia,2010,female,75+ years,805401,5.338955377507602,0.927,54887
Australia,2010,female,15-24 years,1521652,5.25744388335835,0.927,54887
Australia,2010,female,55-74 years,2103428,4.944309954987762,0.927,54887
Australia,2010,male,5-14 years,1420846,0.49266422962094414,0.927,54887
Australia,2010,female,5-14 years,1348336,0.2966619596302405,0.927,54887
Australia,2011,male,75+ years,588053,24.827694102402333,0.93,66770
Australia,2011,male,35-54 years,3072726,22.911252093418028,0.93,66770
Australia,2011,male,25-34 years,1610295,21.548846639901384,0.93,66770
Australia,2011,male,55-74 years,2104816,17.38869335846934,0.93,66770
Australia,2011,male,15-24 years,1570069,15.413335337491535,0.93,66770
Australia,2011,female,35-54 years,3124328,7.361583034815807,0.93,66770
Australia,2011,female,15-24 years,1495053,6.220515259325254,0.93,66770
Australia,2011,female,55-74 years,2139108,5.51631801666863,0.93,66770
Australia,2011,female,75+ years,817927,5.501713478097678,0.93,66770
Australia,2011,female,25-34 years,1584036,5.366039660714781,0.93,66770
Australia,2011,female,5-14 years,1351751,0.6658030953925687,0.93,66770
Australia,2011,male,5-14 years,1423748,0.4916600409623051,0.93,66770
Australia,2012,male,75+ years,606842,26.03643122921617,0.932,72669
Australia,2012,male,35-54 years,3098534,25.8832079944903,0.932,72669
Australia,2012,male,25-34 years,1657638,21.174707626152394,0.932,72669
Australia,2012,male,55-74 years,2162980,18.308074970642355,0.932,72669
Australia,2012,male,15-24 years,1579672,13.737028952845906,0.932,72669
Australia,2012,female,35-54 years,3149749,8.19112888042825,0.932,72669
Australia,2012,female,15-24 years,1503934,7.247658474374541,0.932,72669
Australia,2012,female,75+ years,832122,6.249083668019834,0.932,72669
Australia,2012,female,25-34 years,1630077,6.011985936860651,0.932,72669
Australia,2012,female,55-74 years,2206179,5.575250240347678,0.932,72669
Australia,2012,female,5-14 years,1368580,0.7306843589706119,0.932,72669
Australia,2012,male,5-14 years,1442602,0.4159151311311089,0.932,72669
Australia,2013,male,75+ years,627275,25.507153959587104,0.933,72856
Australia,2013,male,35-54 years,3118829,24.175740317920607,0.933,72856
Australia,2013,male,25-34 years,1702401,19.325646542735818,0.933,72856
Australia,2013,male,55-74 years,2221866,18.813015726420943,0.933,72856
Australia,2013,male,15-24 years,1591539,16.77621472046868,0.933,72856
Australia,2013,female,35-54 years,3171477,8.67103876206575,0.933,72856
Australia,2013,female,55-74 years,2276104,6.3705349140461065,0.933,72856
Australia,2013,female,15-24 years,1512779,6.279833339833512,0.933,72856
Australia,2013,female,25-34 years,1676648,5.666067057605413,0.933,72856
Australia,2013,female,75+ years,847577,5.663202281326653,0.933,72856
Australia,2013,male,5-14 years,1464302,1.0926707741982187,0.933,72856
Australia,2013,female,5-14 years,1389383,0.43184636633671203,0.933,72856
Australia,2014,male,35-54 years,3130341,27.664717677722653,0.935,66809
Australia,2014,male,75+ years,649925,25.233680809324156,0.935,66809
Australia,2014,male,25-34 years,1730968,23.33954180550998,0.935,66809
Australia,2014,male,55-74 years,2279114,20.66592544295722,0.935,66809
Australia,2014,male,15-24 years,1604935,16.88541903566188,0.935,66809
Australia,2014,female,35-54 years,3189475,8.684814899003754,0.935,66809
Australia,2014,female,25-34 years,1716803,6.9314883536433705,0.935,66809
Australia,2014,female,55-74 years,2344644,6.69611250151409,0.935,66809
Australia,2014,female,15-24 years,1520955,6.3118238212175894,0.935,66809
Australia,2014,female,75+ years,865915,5.196814929871869,0.935,66809
Australia,2014,female,5-14 years,1408758,1.064767688985617,0.935,66809
Australia,2014,male,5-14 years,1485754,0.40383535901636475,0.935,66809
Australia,2015,male,35-54 years,3149299,29.97492457845381,,60656
Australia,2015,male,75+ years,673787,26.863088780282194,,60656
Australia,2015,male,25-34 years,1762265,24.003200426723563,,60656
Australia,2015,male,55-74 years,2337430,19.551387635137736,,60656
Australia,2015,male,15-24 years,1608990,17.464372059490735,,60656
Australia,2015,female,35-54 years,3203643,9.177052499295334,,60656
Australia,2015,female,15-24 years,1526305,7.206947497387481,,60656
Australia,2015,female,25-34 years,1747715,6.808890465550733,,60656
Australia,2015,female,55-74 years,2411343,6.303541221634583,,60656
Australia,2015,female,75+ years,884347,5.880044824034004,,60656
Australia,2015,female,5-14 years,1428159,0.5601617186881853,,60656
Australia,2015,male,5-14 years,1507502,0.3980094222097218,,60656
Austria,1985,male,75+ years,156535,97.10288433896572,0.764,9759
Austria,1985,male,55-74 years,584253,60.76134825152803,0.764,9759
Austria,1985,male,35-54 years,940526,54.756593650786904,0.764,9759
Austria,1985,male,25-34 years,548783,42.27536202834271,0.764,9759
Austria,1985,female,75+ years,339223,32.42704651512427,0.764,9759
Austria,1985,male,15-24 years,653728,31.664545499045477,0.764,9759
Austria,1985,female,55-74 years,842978,26.097952734235054,0.764,9759
Austria,1985,female,35-54 years,936799,19.854846130279814,0.764,9759
Austria,1985,female,25-34 years,544765,10.27966187255055,0.764,9759
Austria,1985,female,15-24 years,633592,7.891513781739668,0.764,9759
Austria,1985,male,5-14 years,475074,1.2629611386857627,0.764,9759
Austria,1985,female,5-14 years,453859,0.4406654930275703,0.764,9759
Austria,1986,male,75+ years,158694,109.01483357908931,,13911
Austria,1986,male,55-74 years,588309,60.342439092381724,,13911
Austria,1986,male,35-54 years,944245,53.69369178550059,,13911
Austria,1986,male,25-34 years,564104,48.218059081304155,,13911
Austria,1986,female,75+ years,345431,31.844275701949158,,13911
Austria,1986,male,15-24 years,645787,30.815113961724226,,13911
Austria,1986,female,55-74 years,835145,23.349238754946743,,13911
Austria,1986,female,35-54 years,941348,19.333976382804234,,13911
Austria,1986,female,25-34 years,558561,14.322518041896945,,13911
Austria,1986,female,15-24 years,625356,9.594534952890832,,13911
Austria,1986,male,5-14 years,466847,1.0710147007477826,,13911
Austria,1986,female,5-14 years,445322,0.2245566129676953,,13911
Austria,1987,male,75+ years,161591,128.72004010124326,,17415
Austria,1987,male,55-74 years,591322,56.14538271872178,,17415
Austria,1987,male,35-54 years,949485,49.60583895480182,,17415
Austria,1987,male,25-34 years,581153,42.501716415470625,,17415
Austria,1987,female,75+ years,352121,35.7831540862374,,17415
Austria,1987,male,15-24 years,632704,29.239581225976128,,17415
Austria,1987,female,55-74 years,826662,27.822737709003196,,17415
Austria,1987,female,35-54 years,947458,16.35956422342732,,17415
Austria,1987,female,25-34 years,573764,10.80583654603635,,17415
Austria,1987,female,15-24 years,611922,8.007556518641266,,17415
Austria,1987,female,5-14 years,440140,0.4544008724496751,,17415
Austria,1987,male,5-14 years,461684,0.43319673196385405,,17415
Austria,1988,male,75+ years,164555,111.20901826137158,,18663
Austria,1988,male,55-74 years,593425,52.07060706913258,,18663
Austria,1988,male,35-54 years,957006,45.03629026359292,,18663
Austria,1988,male,25-34 years,599279,38.21258545685732,,18663
Austria,1988,female,75+ years,359018,30.082057167050117,,18663
Austria,1988,male,15-24 years,616255,27.261442097832877,,18663
Austria,1988,female,55-74 years,817219,22.7601169331599,,18663
Austria,1988,female,35-54 years,955925,15.063943300991186,,18663
Austria,1988,female,25-34 years,589460,10.348454517694162,,18663
Austria,1988,female,15-24 years,595218,4.704158812401507,,18663
Austria,1988,female,5-14 years,437734,0.4568984817263452,,18663
Austria,1988,male,5-14 years,459316,0.4354300742843707,,18663
Austria,1989,male,75+ years,166370,99.77760413536095,,18544
Austria,1989,male,55-74 years,594776,60.19072726539066,,18544
Austria,1989,male,35-54 years,968546,41.50551445155934,,18544
Austria,1989,female,75+ years,364652,36.74736461064248,,18544
Austria,1989,male,25-34 years,621738,35.06300081384763,,18544
Austria,1989,male,15-24 years,601397,27.10356054320191,,18544
Austria,1989,female,55-74 years,807459,22.53984412830868,,18544
Austria,1989,female,35-54 years,967898,16.117400800497574,,18544
Austria,1989,female,25-34 years,607791,10.694465696267303,,18544
Austria,1989,female,15-24 years,580616,8.267081857888863,,18544
Austria,1989,male,5-14 years,459307,1.306315819266852,,18544
Austria,1989,female,5-14 years,437116,0.0,,18544
Austria,1990,male,75+ years,165206,112.58670992578962,0.794,23020
Austria,1990,male,55-74 years,598225,53.49157925529692,0.794,23020
Austria,1990,male,35-54 years,985787,42.40266913643617,0.794,23020
Austria,1990,female,75+ years,365227,36.1419062665137,0.794,23020
Austria,1990,male,25-34 years,646830,32.31142649536973,0.794,23020
Austria,1990,male,15-24 years,589106,25.462310687720038,0.794,23020
Austria,1990,female,55-74 years,802079,21.568947697171975,0.794,23020
Austria,1990,female,35-54 years,984274,15.23965887547573,0.794,23020
Austria,1990,female,25-34 years,626994,8.453031448466811,0.794,23020
Austria,1990,female,15-24 years,568627,5.4517284617156765,0.794,23020
Austria,1990,female,5-14 years,437872,0.45675448532904595,0.794,23020
Austria,1990,male,5-14 years,461126,0.21686046763791242,0.794,23020
Austria,1991,male,75+ years,160210,130.45377941451844,,23808
Austria,1991,male,55-74 years,605807,55.46320857963015,,23808
Austria,1991,male,35-54 years,1008702,39.85319747556761,,23808
Austria,1991,male,25-34 years,670763,29.36953886842297,,23808
Austria,1991,female,75+ years,358612,27.327585245334788,,23808
Austria,1991,male,15-24 years,576378,26.5450797913869,,23808
Austria,1991,female,55-74 years,804082,17.908621260020745,,23808
Austria,1991,female,35-54 years,1006052,14.412773892403177,,23808
Austria,1991,female,25-34 years,644696,7.60048146723417,,23808
Austria,1991,female,15-24 years,556831,6.1059818867843205,,23808
Austria,1991,male,5-14 years,465821,0.4293494711487889,,23808
Austria,1991,female,5-14 years,441774,0.0,,23808
Austria,1992,male,75+ years,153805,116.38113195279738,,26450
Austria,1992,male,55-74 years,615819,56.34772554922794,,26450
Austria,1992,male,35-54 years,1034871,39.135312517212284,,26450
Austria,1992,male,25-34 years,691098,29.518244879886787,,26450
Austria,1992,female,75+ years,348912,28.087311413766223,,26450
Austria,1992,male,15-24 years,562276,25.254501348092397,,26450
Austria,1992,female,55-74 years,809987,16.29655784599012,,26450
Austria,1992,female,35-54 years,1031440,15.803148995578995,,26450
Austria,1992,female,25-34 years,660870,7.565784496194411,,26450
Austria,1992,female,15-24 years,544520,6.060383456989642,,26450
Austria,1992,male,5-14 years,472966,1.0571584426787548,,26450
Austria,1992,female,5-14 years,448804,0.22281441341877523,,26450
Austria,1993,male,75+ years,147907,135.2201045251408,,25611
Austria,1993,male,55-74 years,627612,50.03091081751146,,25611
Austria,1993,male,35-54 years,1059028,35.59868105470299,,25611
Austria,1993,male,25-34 years,706145,32.287986178476096,,25611
Austria,1993,female,75+ years,339249,25.939649048339128,,25611
Austria,1993,male,15-24 years,544899,21.838909596090282,,25611
Austria,1993,female,55-74 years,817689,16.999128030339165,,25611
Austria,1993,female,35-54 years,1054036,13.28227878364686,,25611
Austria,1993,female,25-34 years,673654,8.015984466803433,,25611
Austria,1993,female,15-24 years,529287,6.612669496889211,,25611
Austria,1993,male,5-14 years,479134,1.252259284459045,,25611
Austria,1993,female,5-14 years,454929,0.8792580820303828,,25611
Austria,1994,male,75+ years,145328,119.72916437300452,,27274
Austria,1994,male,55-74 years,646545,51.19519909673727,,27274
Austria,1994,male,35-54 years,1071436,40.31972044993822,,27274
Austria,1994,male,25-34 years,711945,29.075279691549206,,27274
Austria,1994,female,75+ years,335528,27.717507927803343,,27274
Austria,1994,male,15-24 years,525346,25.887700677267933,,27274
Austria,1994,female,55-74 years,830130,17.948995940394877,,27274
Austria,1994,female,35-54 years,1064408,14.186289467948379,,27274
Austria,1994,female,25-34 years,679708,8.533075967915634,,27274
Austria,1994,female,15-24 years,510791,6.65634280948568,,27274
Austria,1994,female,5-14 years,458807,1.307739419843202,,27274
Austria,1994,male,5-14 years,482580,1.0360976418417671,,27274
Austria,1995,male,75+ years,147262,124.94737270986406,0.815,32237
Austria,1995,male,55-74 years,670553,49.66050409139919,0.815,32237
Austria,1995,male,35-54 years,1074328,40.67659038952722,0.815,32237
Austria,1995,male,25-34 years,707468,33.499748398514136,0.815,32237
Austria,1995,female,75+ years,341098,29.317087757770494,0.815,32237
Austria,1995,male,15-24 years,509262,26.31258566317534,0.815,32237
Austria,1995,female,55-74 years,843210,16.721813071476856,0.815,32237
Austria,1995,female,35-54 years,1065630,12.762403460863528,0.815,32237
Austria,1995,female,25-34 years,678262,8.698703450878863,0.815,32237
Austria,1995,female,15-24 years,495368,3.835532371893219,0.815,32237
Austria,1995,male,5-14 years,483644,1.6541092208318515,0.815,32237
Austria,1995,female,5-14 years,460945,0.0,0.815,32237
Austria,1996,male,75+ years,151691,123.93615969306025,,31660
Austria,1996,male,55-74 years,690803,55.15320576199004,,31660
Austria,1996,male,35-54 years,1080848,41.819016179888386,,31660
Austria,1996,female,75+ years,351514,31.86217334160233,,31660
Austria,1996,male,25-34 years,696869,29.13029565097601,,31660
Austria,1996,male,15-24 years,498112,21.68187074392908,,31660
Austria,1996,female,55-74 years,850049,14.8226749281512,,31660
Austria,1996,female,35-54 years,1070879,13.073372435167744,,31660
Austria,1996,female,25-34 years,672341,7.882904657011844,,31660
Austria,1996,female,15-24 years,485090,2.473767754437321,,31660
Austria,1996,male,5-14 years,483799,0.8267896378454689,,31660
Austria,1996,female,5-14 years,461711,0.0,,31660
Austria,1997,male,75+ years,156997,101.2758205570807,,28325
Austria,1997,male,55-74 years,704226,44.44595910971761,,28325
Austria,1997,male,35-54 years,1095317,34.60185498809933,,28325
Austria,1997,male,25-34 years,682210,29.463068556602803,,28325
Austria,1997,male,15-24 years,490385,24.674490451380038,,28325
Austria,1997,female,75+ years,363002,22.86488779676145,,28325
Austria,1997,female,55-74 years,850056,15.410749409450672,,28325
Austria,1997,female,35-54 years,1084510,12.079187835981227,,28325
Austria,1997,female,25-34 years,663325,7.236271812459955,,28325
Austria,1997,female,15-24 years,477550,4.816249607370956,,28325
Austria,1997,male,5-14 years,483890,0.413317076195003,,28325
Austria,1997,female,5-14 years,461121,0.2168628190865304,,28325
Austria,1998,male,75+ years,162132,101.76892902079787,,28972
Austria,1998,male,55-74 years,714245,46.7626654719319,,28972
Austria,1998,male,35-54 years,1114719,36.51144369119034,,28972
Austria,1998,male,25-34 years,663510,25.018462419556602,,28972
Austria,1998,female,75+ years,374674,21.08499655700689,,28972
Austria,1998,male,15-24 years,486438,20.35202841883241,,28972
Austria,1998,female,55-74 years,846818,13.698338958312176,,28972
Austria,1998,female,35-54 years,1103422,10.512750334867349,,28972
Austria,1998,female,25-34 years,649694,6.926337629714912,,28972
Austria,1998,female,15-24 years,472685,5.077377111607095,,28972
Austria,1998,male,5-14 years,484321,1.2388477889664087,,28972
Austria,1998,female,5-14 years,460861,0.4339703294485756,,28972
Austria,1999,male,75+ years,167112,89.16175977787351,,28722
Austria,1999,male,55-74 years,725044,45.376556457263284,,28722
Austria,1999,male,35-54 years,1135873,33.982672358617556,,28722
Austria,1999,female,75+ years,385369,28.025087643271775,,28722
Austria,1999,male,25-34 years,643115,25.034402867294343,,28722
Austria,1999,male,15-24 years,485374,20.396642589013833,,28722
Austria,1999,female,55-74 years,845401,14.431021491576187,,28722
Austria,1999,female,35-54 years,1123652,12.103391441478323,,28722
Austria,1999,female,25-34 years,633829,5.837536622653744,,28722
Austria,1999,female,15-24 years,470179,5.317123903874907,,28722
Austria,1999,male,5-14 years,485188,0.4122113490028607,,28722
Austria,1999,female,5-14 years,461473,0.21669740158145764,,28722
Austria,2000,male,75+ years,172839,99.51457714983307,0.836,25922
Austria,2000,male,55-74 years,730447,46.82064544039472,0.836,25922
Austria,2000,male,35-54 years,1163122,32.92861797816566,0.836,25922
Austria,2000,male,25-34 years,622975,23.917492676271117,0.836,25922
Austria,2000,female,75+ years,394864,23.29916123019571,0.836,25922
Austria,2000,male,15-24 years,485710,21.823721974017417,0.836,25922
Austria,2000,female,55-74 years,840225,17.01925079591776,0.836,25922
Austria,2000,female,35-54 years,1149412,11.484132756574665,0.836,25922
Austria,2000,female,15-24 years,469025,5.756622781301637,0.836,25922
Austria,2000,female,25-34 years,617481,5.506242297333845,0.836,25922
Austria,2000,female,5-14 years,461175,0.8673497045590068,0.836,25922
Austria,2000,male,5-14 years,484798,0.8250859120705942,0.836,25922
Austria,2001,male,75+ years,180006,83.88609268579937,,25848
Austria,2001,male,55-74 years,735296,42.02389241883541,,25848
Austria,2001,male,35-54 years,1193029,31.60023771425506,,25848
Austria,2001,male,25-34 years,604064,23.5074429199555,,25848
Austria,2001,female,75+ years,404458,22.993734825371238,,25848
Austria,2001,male,15-24 years,488478,20.676468541060192,,25848
Austria,2001,female,55-74 years,835836,15.433649663331085,,25848
Austria,2001,female,35-54 years,1177652,10.699255807318291,,25848
Austria,2001,female,25-34 years,600540,6.827188863356312,,25848
Austria,2001,female,15-24 years,470456,3.8260751271107183,,25848
Austria,2001,female,5-14 years,460720,0.21705157145337733,,25848
Austria,2001,male,5-14 years,484025,0.2066008987139094,,25848
Austria,2002,male,75+ years,187295,99.84249446061027,,27772
Austria,2002,male,55-74 years,747406,43.082340789343405,,27772
Austria,2002,male,35-54 years,1214866,34.736341291961416,,27772
Austria,2002,male,25-34 years,586771,26.92702945442089,,27772
Austria,2002,male,15-24 years,494122,20.035537782167157,,27772
Austria,2002,female,75+ years,410636,19.481974303275894,,27772
Austria,2002,female,55-74 years,841432,12.478726742030252,,27772
Austria,2002,female,35-54 years,1197653,10.771066410721636,,27772
Austria,2002,female,25-34 years,583877,5.1380684630495805,,27772
Austria,2002,female,15-24 years,475095,3.5782317220766378,,27772
Austria,2002,female,5-14 years,460277,0.4345209515139796,,27772
Austria,2002,male,5-14 years,483732,0.4134520767697816,,27772
Austria,2003,male,75+ years,193846,91.30959627745736,,33889
Austria,2003,male,55-74 years,759680,40.54338668913227,,33889
Austria,2003,male,35-54 years,1231545,30.124761985960724,,33889
Austria,2003,male,25-34 years,569434,20.722331297393552,,33889
Austria,2003,female,75+ years,412619,20.357763457329884,,33889
Austria,2003,male,15-24 years,501938,18.129729169738095,,33889
Austria,2003,female,55-74 years,851030,11.985476422687803,,33889
Austria,2003,female,35-54 years,1213566,11.618651148763233,,33889
Austria,2003,female,15-24 years,482866,6.0058069940728895,,33889
Austria,2003,female,25-34 years,567665,5.637127531202381,,33889
Austria,2003,male,5-14 years,480502,0.6243470370570777,,33889
Austria,2003,female,5-14 years,457342,0.0,,33889
Austria,2004,male,75+ years,201792,93.66079923882016,,38711
Austria,2004,male,55-74 years,771847,39.90428154802701,,38711
Austria,2004,male,35-54 years,1248808,27.78649720373348,,38711
Austria,2004,male,15-24 years,509514,21.589200689284297,,38711
Austria,2004,male,25-34 years,555892,21.58692695703482,,38711
Austria,2004,female,75+ years,416777,17.515361932160364,,38711
Austria,2004,female,55-74 years,860913,13.706379157940466,,38711
Austria,2004,female,35-54 years,1231774,8.686658429224842,,38711
Austria,2004,female,25-34 years,554568,4.688333982487269,,38711
Austria,2004,female,15-24 years,491309,4.477833705468453,,38711
Austria,2004,male,5-14 years,476337,0.41987080575306973,,38711
Austria,2004,female,5-14 years,453574,0.0,,38711
Austria,2005,male,75+ years,210054,79.02729774248527,0.853,40367
Austria,2005,male,55-74 years,782050,42.324659548622215,0.853,40367
Austria,2005,male,35-54 years,1266464,28.741440735780884,0.853,40367
Austria,2005,female,75+ years,421281,19.227071716977505,0.853,40367
Austria,2005,male,25-34 years,548943,18.58116416458539,0.853,40367
Austria,2005,male,15-24 years,515674,16.09544014241556,0.853,40367
Austria,2005,female,55-74 years,869065,11.046354415377447,0.853,40367
Austria,2005,female,35-54 years,1250028,9.679783172856927,0.853,40367
Austria,2005,female,25-34 years,546238,6.041322646904829,0.853,40367
Austria,2005,female,15-24 years,497688,3.6167237305299706,0.853,40367
Austria,2005,male,5-14 years,471447,0.6363387613029672,0.853,40367
Austria,2005,female,5-14 years,448529,0.22295102434848138,0.853,40367
Austria,2006,male,75+ years,218168,78.37996406439075,,42698
Austria,2006,male,55-74 years,791509,33.60669303823457,,42698
Austria,2006,male,35-54 years,1281251,29.814610876401268,,42698
Austria,2006,female,75+ years,425747,19.025383619849347,,42698
Austria,2006,male,25-34 years,545467,18.8829021737337,,42698
Austria,2006,male,15-24 years,517546,14.87790457273363,,42698
Austria,2006,female,55-74 years,876832,10.378270866026787,,42698
Austria,2006,female,35-54 years,1265873,7.188714823682944,,42698
Austria,2006,female,25-34 years,542011,3.3209658106569795,,42698
Austria,2006,female,15-24 years,499388,3.203921600038447,,42698
Austria,2006,male,5-14 years,464213,0.21541835321285704,,42698
Austria,2006,female,5-14 years,441264,0.0,,42698
Austria,2007,male,75+ years,225285,75.45997292318619,,49218
Austria,2007,male,55-74 years,800509,34.103301774246134,,49218
Austria,2007,male,35-54 years,1291260,25.63387698836795,,49218
Austria,2007,female,75+ years,428921,18.651453297926658,,49218
Austria,2007,male,25-34 years,542760,18.240106124253813,,49218
Austria,2007,male,15-24 years,517817,17.960012900310343,,49218
Austria,2007,female,55-74 years,885212,12.313434521899838,,49218
Austria,2007,female,35-54 years,1277479,6.888567248463575,,49218
Austria,2007,female,25-34 years,539763,4.63166241480057,,49218
Austria,2007,female,15-24 years,499804,3.00117646117278,,49218
Austria,2007,male,5-14 years,455269,0.4393007211121337,,49218
Austria,2007,female,5-14 years,433193,0.0,,49218
Austria,2008,male,75+ years,231083,86.54898889143728,,54294
Austria,2008,male,55-74 years,811538,34.00949801488039,,54294
Austria,2008,male,35-54 years,1295943,26.235721787146502,,54294
Austria,2008,female,75+ years,430534,16.723417894986227,,54294
Austria,2008,male,25-34 years,542606,15.849437713552744,,54294
Austria,2008,male,15-24 years,519137,11.365015400559004,,54294
Austria,2008,female,55-74 years,895882,9.152991130528351,,54294
Austria,2008,female,35-54 years,1285210,8.714529143097236,,54294
Austria,2008,female,15-24 years,500763,3.5945147704602776,,54294
Austria,2008,female,25-34 years,539635,3.335587943702688,,54294
Austria,2008,female,5-14 years,425776,0.4697305625493217,,54294
Austria,2008,male,5-14 years,447151,0.4472761997624964,,54294
Austria,2009,male,75+ years,235822,79.2970969629636,,50356
Austria,2009,male,55-74 years,823727,33.87044494110306,,50356
Austria,2009,male,35-54 years,1297322,25.591179367959533,,50356
Austria,2009,male,25-34 years,542799,18.238795576263037,,50356
Austria,2009,female,75+ years,430726,15.787298653900622,,50356
Austria,2009,male,15-24 years,519901,13.84879044279584,,50356
Austria,2009,female,55-74 years,908213,11.340951957305169,,50356
Austria,2009,female,35-54 years,1289816,7.830574283463688,,50356
Austria,2009,female,25-34 years,539304,3.337635174224556,,50356
Austria,2009,female,15-24 years,501225,2.1946231732255974,,50356
Austria,2009,female,5-14 years,418410,1.195000119500012,,50356
Austria,2009,male,5-14 years,439629,0.6823935636639076,,50356
Austria,2010,male,75+ years,240431,74.86555394271122,0.879,49181
Austria,2010,male,55-74 years,838208,34.23971138428648,0.879,49181
Austria,2010,male,35-54 years,1296607,25.065420748152683,0.879,49181
Austria,2010,male,15-24 years,518657,17.54531414788579,0.879,49181
Austria,2010,male,25-34 years,542986,15.654178929106827,0.879,49181
Austria,2010,female,75+ years,431151,14.380112767916575,0.879,49181
Austria,2010,female,55-74 years,923411,9.746472589128786,0.879,49181
Austria,2010,female,35-54 years,1291400,7.898404831965309,0.879,49181
Austria,2010,female,25-34 years,539299,4.635647386700142,0.879,49181
Austria,2010,female,15-24 years,499638,2.8020286687561797,0.879,49181
Austria,2010,male,5-14 years,433795,0.461047268871241,0.879,49181
Austria,2010,female,5-14 years,412838,0.24222576410117286,0.879,49181
Austria,2011,male,75+ years,245207,79.93246522326035,0.881,53923
Austria,2011,male,55-74 years,855700,32.25429472946126,0.881,53923
Austria,2011,male,35-54 years,1292255,26.001060162274477,0.881,53923
Austria,2011,male,25-34 years,546027,17.76468929192146,0.881,53923
Austria,2011,female,75+ years,431128,13.453081219498618,0.881,53923
Austria,2011,male,15-24 years,518095,12.931991237128326,0.881,53923
Austria,2011,female,55-74 years,942311,11.991794641047381,0.881,53923
Austria,2011,female,35-54 years,1288452,7.373188911965677,0.881,53923
